customer_id,member_tier,transaction_date,partner_name,category,transaction_amount,base_points_issued,bonus_points_issued,total_cost_to_partner
EDR_101665,Gold,2024-03-11,Partner Y,Fuel,81.06,81,0,0.486
EDR_101770,Base,2024-02-08,Partner X,Home,207.05,207,828,6.21
EDR_101230,Gold,2023-10-05,Partner Y,Fuel,53.37,53,0,0.318
EDR_101633,Silver,2024-02-03,Partner Y,Fuel,132.14,132,0,0.792
EDR_101405,Base,2024-04-14,Partner X,Apparel,139.22,139,0,0.834
EDR_100451,Silver,2023-12-20,Partner X,Apparel,122.05,122,0,0.732
EDR_101866,Base,2023-08-29,Partner X,Electronics,84.95,84,0,0.504
EDR_101519,Gold,2024-05-26,Partner Y,Fuel,161.02,161,200,2.166
EDR_100431,Silver,2023-06-11,Partner X,Electronics,195.39,195,0,1.17
EDR_101237,Base,2024-03-20,Partner Y,Fuel,113.09,113,0,0.678
EDR_100269,Base,2023-10-14,Partner X,Apparel,32.12,32,0,0.192
EDR_101641,Gold,2024-01-20,Partner Y,Fuel,86.79,86,0,0.516
EDR_100393,Silver,2023-12-18,Partner Y,Fuel,49.78,49,200,1.494
EDR_101674,Silver,2023-10-27,Partner Y,Fuel,85.27,85,0,0.51
EDR_100413,Silver,2024-03-29,Partner X,Apparel,111.18,111,0,0.666
EDR_101440,Gold,2024-04-26,Partner Y,Fuel,91.61,91,0,0.546
EDR_101685,Gold,2024-01-30,Partner Y,Fuel,120.53,120,200,1.92
EDR_100734,Base,2024-04-18,Partner X,Apparel,31.09,31,124,0.93
EDR_101469,Silver,2024-02-04,Partner X,Home,5.0,5,0,0.03
EDR_100683,Silver,2024-01-26,Partner X,Apparel,126.42,126,0,0.756
EDR_100054,Silver,2023-07-23,Partner X,Apparel,152.77,152,0,0.912
EDR_101614,Base,2023-07-18,Partner Y,Fuel,69.44,69,0,0.414
EDR_100854,Base,2024-01-13,Partner X,Apparel,127.81,127,508,3.81
EDR_101803,Base,2024-03-15,Partner X,Apparel,29.75,29,116,0.87
EDR_100684,Gold,2023-06-04,Partner Y,Fuel,67.93,67,200,1.602
EDR_101814,Base,2024-03-22,Partner X,Apparel,38.96,38,0,0.228
EDR_100612,Silver,2023-06-04,Partner Y,Fuel,86.14,86,0,0.516
EDR_101951,Base,2024-03-27,Partner Y,Fuel,108.61,108,200,1.848
EDR_100749,Silver,2024-01-28,Partner X,Apparel,195.99,195,0,1.17
EDR_101100,Base,2024-05-31,Partner Y,Fuel,66.81,66,0,0.396
EDR_100116,Gold,2023-12-20,Partner Y,Fuel,54.78,54,200,1.524
EDR_100424,Base,2023-07-22,Partner Y,Fuel,71.56,71,200,1.626
EDR_100294,Base,2023-07-31,Partner X,Electronics,162.33,162,0,0.972
EDR_101251,Base,2024-03-25,Partner X,Electronics,135.36,135,0,0.81
EDR_101680,Base,2023-10-16,Partner X,Home,5.0,5,0,0.03
EDR_101566,Silver,2024-01-17,Partner X,Apparel,53.17,53,0,0.318
EDR_101104,Gold,2024-02-16,Partner Y,Fuel,134.84,134,0,0.804
EDR_101943,Silver,2023-09-29,Partner Y,Fuel,88.85,88,0,0.528
EDR_100541,Silver,2024-03-19,Partner X,Electronics,106.92,106,0,0.636
EDR_100936,Base,2023-10-24,Partner Y,Fuel,79.15,79,0,0.474
EDR_100586,Base,2024-04-03,Partner X,Apparel,110.4,110,0,0.66
EDR_100443,Base,2024-01-18,Partner Y,Fuel,139.43,139,0,0.834
EDR_101282,Silver,2024-06-01,Partner X,Home,121.64,121,484,3.63
EDR_100604,Base,2023-12-24,Partner X,Apparel,160.78,160,0,0.96
EDR_100338,Base,2023-10-07,Partner X,Home,122.17,122,488,3.66
EDR_101461,Silver,2023-10-01,Partner Y,Fuel,66.88,66,0,0.396
EDR_100251,Base,2024-05-26,Partner Y,Fuel,85.76,85,0,0.51
EDR_101927,Base,2024-01-12,Partner Y,Fuel,58.75,58,0,0.348
EDR_101075,Base,2023-09-28,Partner X,Home,96.08,96,0,0.576
EDR_100510,Silver,2024-05-06,Partner Y,Fuel,86.93,86,200,1.716
EDR_100200,Silver,2024-05-16,Partner X,Electronics,185.82,185,0,1.11
EDR_100431,Silver,2023-06-23,Partner X,Home,68.04,68,0,0.408
EDR_100525,Base,2024-02-17,Partner Y,Fuel,110.31,110,0,0.66
EDR_100509,Silver,2023-12-06,Partner X,Home,155.42,155,620,4.65
EDR_101984,Base,2023-11-08,Partner X,Home,129.43,129,0,0.774
EDR_101037,Silver,2024-02-26,Partner X,Apparel,124.12,124,0,0.744
EDR_101168,Base,2023-09-15,Partner X,Electronics,93.73,93,0,0.558
EDR_101599,Gold,2024-04-07,Partner Y,Fuel,41.3,41,0,0.246
EDR_100727,Silver,2023-09-20,Partner X,Apparel,229.46,229,0,1.374
EDR_101876,Silver,2023-10-14,Partner X,Electronics,124.87,124,0,0.744
EDR_100367,Gold,2023-06-24,Partner Y,Fuel,143.33,143,0,0.858
EDR_100569,Base,2024-02-12,Partner X,Apparel,144.24,144,0,0.864
EDR_100139,Gold,2023-08-23,Partner X,Electronics,145.17,145,0,0.87
EDR_100623,Base,2024-03-06,Partner X,Home,209.79,209,0,1.254
EDR_101497,Base,2023-08-01,Partner Y,Fuel,83.54,83,200,1.698
EDR_101119,Base,2024-03-04,Partner Y,Fuel,89.31,89,0,0.534
EDR_100016,Base,2023-08-29,Partner Y,Fuel,117.09,117,0,0.702
EDR_101622,Silver,2023-10-17,Partner Y,Fuel,130.25,130,200,1.98
EDR_101612,Silver,2023-06-06,Partner X,Apparel,109.34,109,0,0.654
EDR_100856,Base,2023-10-09,Partner X,Home,48.17,48,0,0.288
EDR_101762,Base,2024-05-22,Partner X,Apparel,127.91,127,508,3.81
EDR_101466,Gold,2023-12-13,Partner Y,Fuel,94.06,94,0,0.564
EDR_101098,Silver,2023-12-13,Partner Y,Fuel,35.92,35,200,1.41
EDR_100245,Gold,2024-05-20,Partner X,Electronics,85.48,85,0,0.51
EDR_101654,Base,2024-03-08,Partner Y,Fuel,71.54,71,200,1.626
EDR_100793,Silver,2023-11-16,Partner X,Electronics,217.89,217,0,1.302
EDR_101154,Silver,2023-10-20,Partner Y,Fuel,47.31,47,0,0.282
EDR_101014,Silver,2023-10-08,Partner Y,Fuel,109.8,109,0,0.654
EDR_100584,Silver,2023-11-23,Partner Y,Fuel,79.13,79,0,0.474
EDR_101700,Gold,2024-02-06,Partner X,Home,38.22,38,0,0.228
EDR_100097,Base,2024-02-25,Partner X,Home,108.65,108,432,3.24
EDR_101887,Base,2024-02-13,Partner Y,Fuel,81.1,81,0,0.486
EDR_100596,Silver,2023-06-20,Partner X,Electronics,142.65,142,0,0.852
EDR_101931,Silver,2024-05-09,Partner X,Electronics,137.07,137,0,0.822
EDR_101259,Silver,2023-08-01,Partner X,Electronics,77.94,77,0,0.462
EDR_101411,Base,2023-08-23,Partner X,Electronics,132.07,132,0,0.792
EDR_101004,Gold,2023-08-03,Partner Y,Fuel,98.15,98,0,0.588
EDR_101045,Silver,2024-03-04,Partner Y,Fuel,108.21,108,200,1.848
EDR_100338,Base,2024-02-05,Partner X,Apparel,319.05,319,0,1.914
EDR_100712,Base,2024-05-26,Partner X,Electronics,164.67,164,656,4.92
EDR_100818,Base,2023-11-10,Partner X,Home,101.41,101,0,0.606
EDR_101569,Base,2023-12-29,Partner X,Home,142.15,142,568,4.26
EDR_101297,Base,2024-01-18,Partner Y,Fuel,72.82,72,0,0.432
EDR_100556,Base,2023-10-01,Partner X,Apparel,87.19,87,0,0.522
EDR_101137,Base,2023-06-25,Partner X,Apparel,141.77,141,0,0.846
EDR_100753,Base,2024-05-05,Partner X,Electronics,127.19,127,0,0.762
EDR_100261,Gold,2023-09-18,Partner Y,Fuel,86.97,86,0,0.516
EDR_100801,Base,2024-01-25,Partner X,Home,106.55,106,0,0.636
EDR_101208,Base,2023-11-11,Partner Y,Fuel,96.68,96,0,0.576
EDR_100559,Silver,2024-04-04,Partner Y,Fuel,116.74,116,200,1.896
EDR_101423,Base,2023-11-21,Partner Y,Fuel,91.84,91,200,1.746
EDR_100469,Gold,2023-07-14,Partner Y,Fuel,71.59,71,0,0.426
EDR_101761,Gold,2023-11-29,Partner Y,Fuel,106.19,106,200,1.836
EDR_101220,Gold,2023-10-08,Partner X,Home,93.71,93,0,0.558
EDR_101670,Base,2023-07-29,Partner Y,Fuel,106.79,106,200,1.836
EDR_101584,Gold,2023-07-07,Partner Y,Fuel,72.07,72,0,0.432
EDR_101562,Silver,2023-09-25,Partner Y,Fuel,100.74,100,0,0.6
EDR_101092,Silver,2023-08-15,Partner X,Home,141.61,141,0,0.846
EDR_100884,Silver,2023-08-16,Partner Y,Fuel,88.59,88,0,0.528
EDR_100181,Base,2023-10-27,Partner Y,Fuel,64.67,64,0,0.384
EDR_100619,Silver,2023-07-24,Partner Y,Fuel,63.76,63,0,0.378
EDR_100872,Silver,2024-05-19,Partner Y,Fuel,88.78,88,0,0.528
EDR_101505,Base,2024-02-25,Partner X,Apparel,89.55,89,0,0.534
EDR_101213,Silver,2023-10-29,Partner X,Home,123.77,123,492,3.69
EDR_100222,Base,2024-02-16,Partner Y,Fuel,99.34,99,200,1.794
EDR_101011,Gold,2023-11-22,Partner X,Home,123.47,123,0,0.738
EDR_101670,Base,2024-04-05,Partner X,Home,163.04,163,0,0.978
EDR_101156,Base,2024-04-07,Partner Y,Fuel,39.45,39,0,0.234
EDR_101491,Base,2024-01-11,Partner X,Apparel,246.62,246,0,1.476
EDR_101996,Gold,2023-10-28,Partner Y,Fuel,69.38,69,0,0.414
EDR_101884,Base,2023-09-22,Partner Y,Fuel,68.47,68,0,0.408
EDR_100076,Silver,2024-04-09,Partner X,Electronics,167.95,167,668,5.01
EDR_100658,Silver,2023-06-27,Partner Y,Fuel,91.93,91,200,1.746
EDR_101063,Base,2024-02-11,Partner Y,Fuel,39.27,39,0,0.234
EDR_100946,Base,2023-09-10,Partner Y,Fuel,60.97,60,0,0.36
EDR_100108,Base,2024-05-18,Partner X,Electronics,140.91,140,0,0.84
EDR_100422,Base,2024-04-17,Partner Y,Fuel,71.26,71,0,0.426
EDR_101633,Silver,2023-10-06,Partner Y,Fuel,83.69,83,0,0.498
EDR_101193,Silver,2024-02-27,Partner X,Electronics,168.69,168,0,1.008
EDR_100316,Base,2024-05-19,Partner Y,Fuel,34.02,34,0,0.204
EDR_101177,Base,2023-08-02,Partner X,Electronics,65.93,65,0,0.39
EDR_100133,Base,2024-03-09,Partner Y,Fuel,66.87,66,200,1.596
EDR_101303,Silver,2024-03-31,Partner Y,Fuel,56.98,56,0,0.336
EDR_100803,Silver,2024-02-09,Partner Y,Fuel,90.87,90,200,1.74
EDR_101214,Silver,2023-09-10,Partner X,Home,37.18,37,148,1.11
EDR_100992,Base,2024-01-05,Partner Y,Fuel,100.63,100,0,0.6
EDR_101896,Silver,2023-08-30,Partner Y,Fuel,100.95,100,0,0.6
EDR_100930,Base,2024-03-28,Partner Y,Fuel,106.75,106,0,0.636
EDR_100837,Base,2023-10-05,Partner Y,Fuel,95.99,95,200,1.77
EDR_100688,Silver,2024-02-17,Partner X,Home,174.23,174,0,1.044
EDR_100797,Silver,2024-04-26,Partner Y,Fuel,40.81,40,0,0.24
EDR_100551,Gold,2023-06-02,Partner X,Electronics,159.0,159,0,0.954
EDR_101973,Silver,2023-10-14,Partner X,Electronics,72.14,72,0,0.432
EDR_100740,Base,2023-12-11,Partner Y,Fuel,99.29,99,0,0.594
EDR_101233,Base,2023-07-04,Partner Y,Fuel,59.23,59,0,0.354
EDR_101893,Base,2024-04-22,Partner Y,Fuel,94.45,94,0,0.564
EDR_100100,Base,2024-04-17,Partner X,Electronics,29.64,29,0,0.174
EDR_101669,Gold,2023-09-02,Partner Y,Fuel,74.56,74,0,0.444
EDR_101356,Gold,2023-10-30,Partner Y,Fuel,40.72,40,200,1.44
EDR_100639,Base,2023-10-18,Partner Y,Fuel,67.41,67,200,1.602
EDR_100153,Base,2023-07-25,Partner Y,Fuel,37.85,37,0,0.222
EDR_100162,Silver,2023-09-15,Partner X,Apparel,97.65,97,388,2.91
EDR_100688,Silver,2023-08-07,Partner X,Electronics,73.98,73,0,0.438
EDR_100803,Silver,2024-01-23,Partner X,Apparel,117.28,117,0,0.702
EDR_100732,Silver,2023-08-14,Partner Y,Fuel,86.98,86,0,0.516
EDR_100478,Gold,2023-08-03,Partner Y,Fuel,61.22,61,0,0.366
EDR_101403,Silver,2023-06-26,Partner Y,Fuel,39.01,39,0,0.234
EDR_101702,Base,2023-12-01,Partner X,Home,44.11,44,0,0.264
EDR_100256,Gold,2023-10-10,Partner Y,Fuel,59.15,59,0,0.354
EDR_101232,Base,2023-12-29,Partner Y,Fuel,81.57,81,0,0.486
EDR_101074,Gold,2024-03-09,Partner X,Electronics,27.11,27,0,0.162
EDR_101067,Base,2023-07-25,Partner X,Home,100.01,100,400,3.0
EDR_100321,Silver,2023-11-10,Partner Y,Fuel,119.17,119,0,0.714
EDR_100362,Base,2023-06-01,Partner Y,Fuel,92.83,92,200,1.752
EDR_100396,Gold,2023-08-07,Partner X,Apparel,166.06,166,0,0.996
EDR_101782,Base,2024-02-10,Partner Y,Fuel,103.51,103,0,0.618
EDR_101066,Base,2024-01-19,Partner Y,Fuel,36.78,36,0,0.216
EDR_101801,Silver,2024-04-04,Partner X,Home,141.93,141,0,0.846
EDR_101318,Base,2023-12-23,Partner X,Electronics,102.69,102,0,0.612
EDR_101445,Base,2023-08-13,Partner Y,Fuel,95.41,95,0,0.57
EDR_100693,Base,2023-12-01,Partner Y,Fuel,64.38,64,0,0.384
EDR_101497,Base,2024-03-31,Partner Y,Fuel,100.9,100,0,0.6
EDR_100446,Gold,2023-10-19,Partner X,Electronics,204.9,204,0,1.224
EDR_101686,Gold,2024-03-29,Partner X,Electronics,82.57,82,0,0.492
EDR_100102,Base,2024-03-04,Partner X,Home,75.12,75,0,0.45
EDR_100258,Silver,2024-04-20,Partner Y,Fuel,40.38,40,0,0.24
EDR_100809,Base,2023-08-02,Partner Y,Fuel,71.57,71,0,0.426
EDR_100526,Base,2023-07-10,Partner X,Apparel,30.97,30,0,0.18
EDR_100776,Base,2024-05-23,Partner X,Home,44.99,44,0,0.264
EDR_100125,Base,2024-04-10,Partner Y,Fuel,44.7,44,0,0.264
EDR_101818,Silver,2024-02-15,Partner Y,Fuel,104.21,104,0,0.624
EDR_100001,Gold,2023-11-29,Partner Y,Fuel,61.48,61,200,1.566
EDR_101169,Base,2023-12-18,Partner Y,Fuel,88.96,88,0,0.528
EDR_101363,Silver,2024-01-01,Partner X,Home,179.68,179,0,1.074
EDR_100204,Silver,2023-10-08,Partner X,Home,5.0,5,0,0.03
EDR_100475,Gold,2023-07-10,Partner Y,Fuel,62.65,62,0,0.372
EDR_100106,Base,2024-02-25,Partner X,Home,157.75,157,0,0.942
EDR_101579,Silver,2024-01-29,Partner Y,Fuel,44.27,44,0,0.264
EDR_100315,Silver,2024-02-11,Partner X,Home,257.51,257,0,1.542
EDR_100821,Base,2023-07-20,Partner X,Apparel,190.43,190,0,1.14
EDR_101594,Silver,2023-07-21,Partner X,Electronics,137.53,137,548,4.11
EDR_101334,Gold,2024-03-02,Partner Y,Fuel,74.65,74,0,0.444
EDR_100992,Base,2023-10-25,Partner Y,Fuel,81.62,81,0,0.486
EDR_100534,Silver,2024-01-22,Partner Y,Fuel,29.94,29,200,1.374
EDR_100055,Gold,2023-09-16,Partner Y,Fuel,107.27,107,0,0.642
EDR_101330,Silver,2023-12-17,Partner Y,Fuel,63.92,63,0,0.378
EDR_101325,Base,2024-05-01,Partner X,Apparel,179.64,179,0,1.074
EDR_100779,Silver,2024-03-14,Partner X,Home,159.46,159,0,0.954
EDR_100563,Base,2023-12-29,Partner X,Electronics,68.88,68,0,0.408
EDR_101763,Base,2024-01-28,Partner Y,Fuel,92.41,92,0,0.552
EDR_101775,Base,2023-10-12,Partner X,Apparel,181.85,181,724,5.43
EDR_101839,Base,2024-05-15,Partner Y,Fuel,82.93,82,200,1.692
EDR_101284,Base,2024-04-11,Partner Y,Fuel,82.61,82,0,0.492
EDR_101104,Gold,2024-04-16,Partner X,Electronics,221.37,221,884,6.63
EDR_101985,Base,2024-02-28,Partner X,Apparel,78.17,78,312,2.34
EDR_100387,Base,2024-04-05,Partner X,Home,39.9,39,0,0.234
EDR_100289,Silver,2023-12-08,Partner X,Apparel,67.16,67,0,0.402
EDR_100759,Silver,2024-06-01,Partner Y,Fuel,74.93,74,0,0.444
EDR_100193,Silver,2023-07-07,Partner X,Apparel,155.43,155,0,0.93
EDR_100479,Silver,2023-07-26,Partner X,Electronics,198.65,198,0,1.188
EDR_100538,Base,2023-09-09,Partner Y,Fuel,84.85,84,0,0.504
EDR_100879,Base,2023-07-07,Partner Y,Fuel,70.82,70,0,0.42
EDR_100656,Base,2024-03-11,Partner X,Home,139.8,139,0,0.834
EDR_101377,Silver,2023-08-19,Partner Y,Fuel,86.65,86,0,0.516
EDR_100681,Base,2024-02-25,Partner X,Apparel,114.44,114,0,0.684
EDR_101561,Base,2024-05-20,Partner Y,Fuel,38.28,38,0,0.228
EDR_100900,Base,2023-12-12,Partner X,Home,182.59,182,0,1.092
EDR_100146,Silver,2023-06-20,Partner Y,Fuel,32.25,32,0,0.192
EDR_100887,Base,2024-05-10,Partner X,Home,64.54,64,0,0.384
EDR_100139,Gold,2023-12-09,Partner X,Apparel,142.12,142,0,0.852
EDR_101573,Gold,2024-04-22,Partner Y,Fuel,95.39,95,0,0.57
EDR_100786,Silver,2024-05-06,Partner X,Electronics,76.16,76,304,2.28
EDR_100446,Gold,2023-08-02,Partner Y,Fuel,21.89,21,0,0.126
EDR_101149,Gold,2023-06-26,Partner X,Apparel,90.28,90,0,0.54
EDR_101809,Base,2024-04-06,Partner Y,Fuel,74.59,74,0,0.444
EDR_101935,Gold,2023-07-10,Partner Y,Fuel,71.4,71,0,0.426
EDR_101493,Base,2023-09-28,Partner X,Apparel,5.0,5,0,0.03
EDR_100071,Base,2024-05-26,Partner Y,Fuel,106.82,106,200,1.836
EDR_100152,Base,2024-02-04,Partner Y,Fuel,85.73,85,0,0.51
EDR_101096,Base,2024-03-18,Partner Y,Fuel,141.02,141,0,0.846
EDR_101786,Silver,2023-09-10,Partner Y,Fuel,95.43,95,0,0.57
EDR_101517,Gold,2023-07-02,Partner X,Home,113.36,113,0,0.678
EDR_100393,Silver,2023-10-02,Partner Y,Fuel,25.73,25,0,0.15
EDR_101351,Silver,2024-01-05,Partner Y,Fuel,71.72,71,0,0.426
EDR_101460,Base,2024-01-20,Partner Y,Fuel,64.48,64,0,0.384
EDR_101472,Gold,2024-03-19,Partner X,Home,146.45,146,0,0.876
EDR_101312,Silver,2023-07-15,Partner X,Electronics,63.38,63,252,1.89
EDR_101336,Base,2023-07-29,Partner Y,Fuel,37.3,37,0,0.222
EDR_100209,Base,2023-09-22,Partner Y,Fuel,94.01,94,0,0.564
EDR_101154,Silver,2024-01-11,Partner Y,Fuel,117.02,117,200,1.902
EDR_100016,Base,2023-08-26,Partner Y,Fuel,93.46,93,0,0.558
EDR_101446,Silver,2023-09-24,Partner Y,Fuel,94.47,94,0,0.564
EDR_101678,Base,2024-04-02,Partner Y,Fuel,62.93,62,0,0.372
EDR_101239,Base,2024-03-25,Partner Y,Fuel,83.97,83,0,0.498
EDR_100132,Base,2024-03-02,Partner X,Home,33.67,33,0,0.198
EDR_100482,Base,2024-04-02,Partner X,Apparel,222.22,222,0,1.332
EDR_101131,Base,2024-02-16,Partner Y,Fuel,45.52,45,200,1.47
EDR_100174,Silver,2023-08-10,Partner Y,Fuel,127.15,127,0,0.762
EDR_101872,Silver,2023-12-08,Partner X,Home,160.87,160,0,0.96
EDR_100848,Silver,2024-03-31,Partner X,Home,175.71,175,700,5.25
EDR_100792,Silver,2024-02-01,Partner Y,Fuel,81.28,81,0,0.486
EDR_100364,Gold,2023-09-28,Partner Y,Fuel,97.02,97,0,0.582
EDR_101962,Gold,2023-08-01,Partner Y,Fuel,129.55,129,200,1.974
EDR_101404,Silver,2023-12-21,Partner X,Apparel,97.87,97,0,0.582
EDR_100996,Gold,2024-05-05,Partner X,Home,5.0,5,0,0.03
EDR_100116,Gold,2023-06-30,Partner Y,Fuel,99.22,99,200,1.794
EDR_100148,Base,2023-10-20,Partner Y,Fuel,88.95,88,0,0.528
EDR_100975,Base,2023-09-18,Partner X,Home,196.24,196,0,1.176
EDR_100279,Silver,2024-04-18,Partner X,Electronics,158.09,158,632,4.74
EDR_100392,Base,2023-06-03,Partner X,Apparel,136.98,136,0,0.816
EDR_100418,Silver,2023-07-27,Partner Y,Fuel,85.22,85,0,0.51
EDR_100911,Base,2023-07-31,Partner X,Electronics,225.44,225,0,1.35
EDR_101836,Base,2023-09-07,Partner Y,Fuel,104.1,104,0,0.624
EDR_101493,Base,2023-06-05,Partner Y,Fuel,134.31,134,0,0.804
EDR_101768,Base,2023-09-02,Partner Y,Fuel,70.44,70,200,1.62
EDR_100387,Base,2024-02-03,Partner Y,Fuel,73.45,73,0,0.438
EDR_100015,Base,2023-06-17,Partner X,Home,142.49,142,0,0.852
EDR_101095,Base,2023-07-03,Partner X,Apparel,140.25,140,0,0.84
EDR_100569,Base,2024-05-27,Partner X,Apparel,117.2,117,0,0.702
EDR_101932,Silver,2024-02-21,Partner X,Electronics,72.02,72,0,0.432
EDR_100834,Base,2023-06-04,Partner X,Apparel,204.84,204,0,1.224
EDR_100917,Gold,2023-10-15,Partner Y,Fuel,63.46,63,0,0.378
EDR_101065,Silver,2024-04-24,Partner Y,Fuel,98.69,98,200,1.788
EDR_100038,Silver,2024-01-15,Partner X,Apparel,127.9,127,0,0.762
EDR_101117,Gold,2023-10-06,Partner X,Home,141.91,141,0,0.846
EDR_100968,Silver,2023-09-12,Partner X,Apparel,153.27,153,0,0.918
EDR_101809,Base,2024-01-22,Partner X,Home,117.24,117,468,3.51
EDR_101829,Base,2024-04-06,Partner X,Electronics,41.61,41,0,0.246
EDR_100461,Silver,2023-10-26,Partner X,Apparel,132.47,132,0,0.792
EDR_100518,Gold,2024-02-06,Partner X,Apparel,96.08,96,0,0.576
EDR_100088,Gold,2024-03-30,Partner Y,Fuel,74.4,74,0,0.444
EDR_101304,Silver,2023-08-05,Partner Y,Fuel,70.73,70,0,0.42
EDR_101795,Base,2023-10-15,Partner Y,Fuel,78.37,78,200,1.668
EDR_101716,Base,2023-06-18,Partner Y,Fuel,92.35,92,200,1.752
EDR_101226,Base,2023-12-15,Partner X,Apparel,100.18,100,0,0.6
EDR_100286,Base,2024-05-22,Partner X,Apparel,122.86,122,488,3.66
EDR_100495,Base,2024-01-22,Partner Y,Fuel,110.29,110,0,0.66
EDR_100938,Base,2024-03-09,Partner X,Electronics,134.73,134,0,0.804
EDR_100074,Silver,2023-10-08,Partner X,Apparel,168.97,168,672,5.04
EDR_100307,Base,2023-10-17,Partner Y,Fuel,77.11,77,0,0.462
EDR_101264,Base,2023-10-12,Partner X,Apparel,61.01,61,244,1.83
EDR_100958,Base,2023-10-19,Partner Y,Fuel,59.74,59,0,0.354
EDR_101177,Base,2024-04-25,Partner Y,Fuel,91.54,91,0,0.546
EDR_100926,Base,2024-02-04,Partner Y,Fuel,76.73,76,200,1.656
EDR_100760,Base,2023-07-21,Partner Y,Fuel,117.88,117,0,0.702
EDR_100455,Base,2023-06-12,Partner X,Electronics,85.82,85,0,0.51
EDR_101536,Base,2024-01-05,Partner X,Home,158.65,158,0,0.948
EDR_101139,Silver,2023-12-16,Partner Y,Fuel,72.78,72,0,0.432
EDR_100644,Base,2023-11-11,Partner X,Electronics,155.72,155,620,4.65
EDR_101016,Base,2023-10-16,Partner Y,Fuel,49.85,49,0,0.294
EDR_101702,Base,2024-04-22,Partner X,Electronics,131.36,131,524,3.93
EDR_100288,Base,2023-07-31,Partner X,Electronics,5.0,5,0,0.03
EDR_101408,Silver,2023-12-03,Partner X,Electronics,125.71,125,0,0.75
EDR_100406,Base,2024-05-19,Partner Y,Fuel,81.05,81,0,0.486
EDR_101415,Gold,2023-10-09,Partner Y,Fuel,53.92,53,0,0.318
EDR_100923,Silver,2023-09-13,Partner Y,Fuel,58.66,58,0,0.348
EDR_100490,Base,2023-09-09,Partner X,Apparel,84.35,84,0,0.504
EDR_100747,Silver,2024-03-02,Partner Y,Fuel,75.6,75,0,0.45
EDR_101988,Base,2023-12-27,Partner Y,Fuel,60.85,60,0,0.36
EDR_101288,Base,2023-08-31,Partner X,Home,107.19,107,0,0.642
EDR_100954,Base,2023-12-14,Partner Y,Fuel,104.6,104,200,1.824
EDR_101955,Gold,2024-02-19,Partner Y,Fuel,106.51,106,0,0.636
EDR_101271,Gold,2023-07-26,Partner X,Home,108.03,108,0,0.648
EDR_101596,Base,2023-10-14,Partner X,Home,140.6,140,0,0.84
EDR_101940,Base,2023-11-17,Partner X,Electronics,83.37,83,0,0.498
EDR_100164,Base,2024-02-17,Partner X,Apparel,166.43,166,0,0.996
EDR_100128,Base,2024-03-23,Partner X,Home,120.82,120,480,3.6
EDR_101611,Silver,2023-08-02,Partner Y,Fuel,87.65,87,200,1.722
EDR_100042,Base,2023-12-20,Partner Y,Fuel,83.26,83,200,1.698
EDR_100069,Gold,2023-10-06,Partner X,Home,28.08,28,0,0.168
EDR_100146,Silver,2024-04-16,Partner X,Electronics,249.02,249,0,1.494
EDR_100815,Silver,2023-07-17,Partner Y,Fuel,59.88,59,200,1.554
EDR_101193,Silver,2024-02-10,Partner Y,Fuel,63.23,63,200,1.578
EDR_101319,Base,2023-11-13,Partner Y,Fuel,66.38,66,0,0.396
EDR_100201,Base,2024-02-22,Partner X,Apparel,181.84,181,724,5.43
EDR_100048,Silver,2023-11-19,Partner Y,Fuel,99.3,99,200,1.794
EDR_100178,Gold,2023-09-18,Partner X,Electronics,115.23,115,0,0.69
EDR_100963,Base,2023-11-24,Partner X,Home,56.71,56,0,0.336
EDR_101986,Silver,2024-04-18,Partner X,Home,171.74,171,0,1.026
EDR_100547,Silver,2023-08-30,Partner X,Electronics,80.54,80,0,0.48
EDR_101924,Silver,2024-02-13,Partner Y,Fuel,68.3,68,0,0.408
EDR_100537,Base,2023-10-23,Partner Y,Fuel,70.96,70,0,0.42
EDR_100421,Silver,2023-11-27,Partner Y,Fuel,82.51,82,200,1.692
EDR_100716,Gold,2023-07-06,Partner Y,Fuel,69.3,69,200,1.614
EDR_100721,Base,2024-02-26,Partner Y,Fuel,83.04,83,200,1.698
EDR_100839,Silver,2024-01-31,Partner X,Apparel,133.83,133,0,0.798
EDR_101207,Base,2023-12-04,Partner Y,Fuel,66.57,66,0,0.396
EDR_101599,Gold,2023-06-28,Partner Y,Fuel,141.94,141,0,0.846
EDR_101485,Base,2024-04-26,Partner X,Home,178.52,178,712,5.34
EDR_100715,Gold,2023-08-27,Partner X,Electronics,142.81,142,0,0.852
EDR_101820,Base,2023-10-31,Partner X,Apparel,5.0,5,0,0.03
EDR_100680,Gold,2023-12-20,Partner Y,Fuel,94.65,94,200,1.764
EDR_101381,Base,2024-05-25,Partner Y,Fuel,98.59,98,0,0.588
EDR_101224,Base,2023-10-31,Partner Y,Fuel,125.05,125,0,0.75
EDR_101188,Base,2023-09-26,Partner Y,Fuel,107.53,107,0,0.642
EDR_101904,Silver,2024-02-21,Partner Y,Fuel,69.71,69,0,0.414
EDR_101359,Silver,2024-04-03,Partner Y,Fuel,92.18,92,200,1.752
EDR_101821,Base,2023-07-27,Partner X,Electronics,5.0,5,0,0.03
EDR_101358,Base,2023-12-29,Partner X,Home,146.54,146,0,0.876
EDR_100161,Silver,2024-05-03,Partner Y,Fuel,63.37,63,0,0.378
EDR_101353,Silver,2024-03-17,Partner X,Home,209.53,209,836,6.27
